Pre-Process,CPU,0.05724,ms,CUDA,0.00819,ms
Total,CPU,3.10665,ms,CUDA,2.91741,ms
Post-Process,CPU,0.0174,ms,CUDA,0.01738,ms
Network,CPU,3.03978,ms,CUDA,2.89216,ms
Pre-Process,CPU,0.04946,ms,CUDA,0.00787,ms
Total,CPU,3.08832,ms,CUDA,2.88979,ms
Post-Process,CPU,0.01747,ms,CUDA,0.01747,ms
Network,CPU,2.99125,ms,CUDA,2.86406,ms
Pre-Process,CPU,0.0796,ms,CUDA,0.00826,ms
Total,CPU,3.23885,ms,CUDA,2.49968,ms
Post-Process,CPU,0.02092,ms,CUDA,0.02112,ms
Network,CPU,3.16776,ms,CUDA,2.47014,ms
Pre-Process,CPU,0.05017,ms,CUDA,0.00842,ms
Total,CPU,2.9287,ms,CUDA,2.71789,ms
Post-Process,CPU,0.01734,ms,CUDA,0.0176,ms
Network,CPU,2.84055,ms,CUDA,2.6921,ms
Pre-Process,CPU,0.0708,ms,CUDA,0.00819,ms
Total,CPU,3.99853,ms,CUDA,3.51818,ms
Post-Process,CPU,0.01785,ms,CUDA,0.01811,ms
Network,CPU,3.93243,ms,CUDA,3.49187,ms
Pre-Process,CPU,0.04825,ms,CUDA,0.00819,ms
Total,CPU,3.09129,ms,CUDA,2.88682,ms
Post-Process,CPU,0.01782,ms,CUDA,0.01802,ms
Network,CPU,3.0273,ms,CUDA,2.86061,ms
Pre-Process,CPU,0.04617,ms,CUDA,0.00819,ms
Total,CPU,3.05671,ms,CUDA,2.86035,ms
Post-Process,CPU,0.0183,ms,CUDA,0.01843,ms
Network,CPU,2.96027,ms,CUDA,2.83373,ms
Pre-Process,CPU,0.07813,ms,CUDA,0.00819,ms
Total,CPU,3.0083,ms,CUDA,2.81766,ms
Post-Process,CPU,0.01824,ms,CUDA,0.01843,ms
Network,CPU,2.90265,ms,CUDA,2.79104,ms
Pre-Process,CPU,0.08741,ms,CUDA,0.00819,ms
Total,CPU,3.75582,ms,CUDA,3.90554,ms
Post-Process,CPU,0.01785,ms,CUDA,0.00102,ms
Network,CPU,3.6847,ms,CUDA,3.89632,ms
Pre-Process,CPU,0.05327,ms,CUDA,0.00819,ms
Total,CPU,3.01044,ms,CUDA,2.82147,ms
Post-Process,CPU,0.0176,ms,CUDA,0.01773,ms
Network,CPU,2.94172,ms,CUDA,2.79619,ms
Pre-Process,CPU,0.05113,ms,CUDA,0.00755,ms
Total,CPU,2.97934,ms,CUDA,2.81526,ms
Post-Process,CPU,0.01769,ms,CUDA,0.0433,ms
Network,CPU,2.91638,ms,CUDA,2.76378,ms
Pre-Process,CPU,0.04527,ms,CUDA,0.00819,ms
Total,CPU,2.91603,ms,CUDA,2.72202,ms
Post-Process,CPU,0.01757,ms,CUDA,0.01731,ms
Network,CPU,2.84826,ms,CUDA,2.69754,ms
Pre-Process,CPU,0.0502,ms,CUDA,0.00717,ms
Total,CPU,3.04663,ms,CUDA,2.85101,ms
Post-Process,CPU,0.01734,ms,CUDA,0.01741,ms
Network,CPU,2.98043,ms,CUDA,2.82592,ms
Pre-Process,CPU,0.04886,ms,CUDA,0.00768,ms
Total,CPU,3.59521,ms,CUDA,3.49962,ms
Post-Process,CPU,0.01836,ms,CUDA,0.01843,ms
Network,CPU,3.52648,ms,CUDA,3.47341,ms
Pre-Process,CPU,0.05036,ms,CUDA,0.00778,ms
Total,CPU,2.8776,ms,CUDA,2.69325,ms
Post-Process,CPU,0.0184,ms,CUDA,0.0185,ms
Network,CPU,2.80705,ms,CUDA,2.66579,ms
Pre-Process,CPU,0.05215,ms,CUDA,0.00896,ms
Total,CPU,4.23385,ms,CUDA,3.79446,ms
Post-Process,CPU,0.0175,ms,CUDA,0.01744,ms
Network,CPU,4.16631,ms,CUDA,3.76854,ms
Pre-Process,CPU,0.05004,ms,CUDA,0.00848,ms
Total,CPU,2.98619,ms,CUDA,2.78982,ms
Post-Process,CPU,0.01763,ms,CUDA,0.01747,ms
Network,CPU,2.92111,ms,CUDA,2.7648,ms
Pre-Process,CPU,0.04745,ms,CUDA,0.00755,ms
Total,CPU,2.98072,ms,CUDA,2.87715,ms
Post-Process,CPU,0.01798,ms,CUDA,0.01786,ms
Network,CPU,2.91155,ms,CUDA,2.8511,ms
Pre-Process,CPU,0.05119,ms,CUDA,0.00819,ms
Total,CPU,2.98261,ms,CUDA,2.78048,ms
Post-Process,CPU,0.01753,ms,CUDA,0.01741,ms
Network,CPU,2.91619,ms,CUDA,2.75558,ms
Pre-Process,CPU,0.04889,ms,CUDA,0.00749,ms
Total,CPU,3.03953,ms,CUDA,2.97517,ms
Post-Process,CPU,0.01734,ms,CUDA,0,ms
Network,CPU,2.97215,ms,CUDA,2.96755,ms
Pre-Process,CPU,0.05004,ms,CUDA,0.00762,ms
Total,CPU,3.11244,ms,CUDA,2.8992,ms
Post-Process,CPU,0.01728,ms,CUDA,0.01706,ms
Network,CPU,3.01831,ms,CUDA,2.87437,ms
Pre-Process,CPU,0.07685,ms,CUDA,0.00778,ms
Total,CPU,2.97122,ms,CUDA,2.86781,ms
Post-Process,CPU,0.01718,ms,CUDA,0.01734,ms
Network,CPU,2.9032,ms,CUDA,2.84227,ms
Pre-Process,CPU,0.05084,ms,CUDA,0.00819,ms
Total,CPU,4.00372,ms,CUDA,4.06016,ms
Post-Process,CPU,0.01833,ms,CUDA,0.00102,ms
Network,CPU,3.93358,ms,CUDA,4.04992,ms
Pre-Process,CPU,0.0518,ms,CUDA,0.00922,ms
Total,CPU,4.52437,ms,CUDA,4.63053,ms
Post-Process,CPU,0.01757,ms,CUDA,0.00102,ms
Network,CPU,4.43097,ms,CUDA,4.62131,ms
Pre-Process,CPU,0.07583,ms,CUDA,0.00819,ms
Total,CPU,3.06912,ms,CUDA,2.86518,ms
Post-Process,CPU,0.01734,ms,CUDA,0.01744,ms
Network,CPU,3.00184,ms,CUDA,2.83955,ms
Pre-Process,CPU,0.04994,ms,CUDA,0.00819,ms
Total,CPU,3.87302,ms,CUDA,3.77856,ms
Post-Process,CPU,0.01801,ms,CUDA,0.01808,ms
Network,CPU,3.80529,ms,CUDA,3.75194,ms
Pre-Process,CPU,0.04972,ms,CUDA,0.00854,ms
Total,CPU,3.25018,ms,CUDA,2.66707,ms
Post-Process,CPU,0.01773,ms,CUDA,0.01798,ms
Network,CPU,3.17653,ms,CUDA,2.6409,ms
Pre-Process,CPU,0.05593,ms,CUDA,0.00819,ms
Total,CPU,3.05856,ms,CUDA,2.85507,ms
Post-Process,CPU,0.01776,ms,CUDA,0.01773,ms
Network,CPU,2.98888,ms,CUDA,2.82963,ms
Pre-Process,CPU,0.05193,ms,CUDA,0.00771,ms
Total,CPU,3.66061,ms,CUDA,3.7864,ms
Post-Process,CPU,0.01737,ms,CUDA,0.00102,ms
Network,CPU,3.59508,ms,CUDA,3.77754,ms
Pre-Process,CPU,0.04815,ms,CUDA,0.00784,ms
Total,CPU,3.08451,ms,CUDA,2.89302,ms
Post-Process,CPU,0.01737,ms,CUDA,0.01715,ms
Network,CPU,2.98792,ms,CUDA,2.86746,ms
Pre-Process,CPU,0.07922,ms,CUDA,0.00842,ms
Total,CPU,2.91673,ms,CUDA,2.72042,ms
Post-Process,CPU,0.01744,ms,CUDA,0.01706,ms
Network,CPU,2.85252,ms,CUDA,2.69501,ms
Pre-Process,CPU,0.04678,ms,CUDA,0.00835,ms
Total,CPU,2.99656,ms,CUDA,2.80278,ms
Post-Process,CPU,0.01788,ms,CUDA,0.01805,ms
Network,CPU,2.92463,ms,CUDA,2.77629,ms
Pre-Process,CPU,0.05404,ms,CUDA,0.00845,ms
Total,CPU,3.76744,ms,CUDA,0.0089,ms
Post-Process,CPU,0.01753,ms,CUDA,0.00102,ms
